gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size
fx go5200 npb 64m,2024.0,480.0,8.0,1250.0,50.0,45.0,150.0,91.0
fx go5250,2024.0,480.0,8.0,1250.0,50.0,45.0,150.0,124.0
fx go5300,2024.0,480.0,8.0,1250.0,50.0,45.0,150.0,124.0
fx go5350,2024.0,480.0,8.8,1250.0,50.0,45.0,150.0,124.0
fx go5600,2024.0,480.0,8.0,1250.0,50.0,80.0,130.0,121.0
fx go5650,2024.0,480.0,9.44,1250.0,50.0,80.0,130.0,121.0
pcx 5900,2024.0,480.0,17.6,1250.0,50.0,135.0,130.0,207.0
4 mx 4000,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
4 mx 4000 pci,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
4 mx 4000 rev 2,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
4 ti 4800,2024.0,480.0,10.4,1250.0,50.0,63.0,150.0,142.0
4 ti 4800,2024.0,480.0,10.4,1250.0,50.0,63.0,150.0,142.0
4 ti 4800 se,2024.0,480.0,8.8,1250.0,50.0,63.0,150.0,142.0
quadro fx 1000,2024.0,480.0,9.6,1250.0,50.0,125.0,130.0,199.0
quadro fx 2000,2024.0,480.0,12.8,1250.0,50.0,125.0,130.0,199.0
quadro fx 3000,2024.0,480.0,27.2,1250.0,50.0,135.0,130.0,207.0
quadro fx 3000g,2024.0,480.0,27.2,1250.0,50.0,135.0,130.0,207.0
quadro fx 500,2024.0,480.0,7.68,1250.0,50.0,45.0,150.0,124.0
quadro fx go700,2024.0,480.0,9.44,1250.0,50.0,80.0,130.0,121.0
quadro nvs 210s,2024.0,480.0,40.0,1250.0,11.0,29.0,90.0,154.0
quadro nvs 280 pci,2024.0,480.0,4.0,1250.0,13.0,45.0,150.0,91.0
quadro4 100 nvs,2024.0,480.0,5.312,1250.0,10.0,29.0,150.0,65.0
quadro4 100 nvs pci,2024.0,480.0,5.312,1250.0,10.0,29.0,150.0,65.0
quadro4 200 nvs,2024.0,480.0,8.0,1250.0,11.0,29.0,150.0,65.0
quadro4 700 go gl,2024.0,480.0,7.136,1250.0,50.0,63.0,150.0,142.0
6100,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6100 nforce 400,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6100 nforce 405,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6100 nforce 420,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6100 nforce 430,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6150,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6150 le,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6150 se nforce 430,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
6200,2024.0,480.0,8.8,1250.0,50.0,146.0,110.0,154.0
6200 le agp 512 mb,2024.0,480.0,8.8,1250.0,50.0,75.0,110.0,110.0
6200 le pci,2024.0,480.0,4.256,1250.0,50.0,146.0,110.0,154.0
6200 se turbocache,2024.0,480.0,2.0,1250.0,50.0,75.0,110.0,110.0
6200 turbocache,2024.0,480.0,4.0,1250.0,50.0,75.0,110.0,110.0
6600,2024.0,480.0,8.0,1250.0,50.0,146.0,110.0,154.0
6600 agp,2024.0,480.0,8.0,1250.0,50.0,146.0,110.0,154.0
6600 gt,2024.0,480.0,16.0,1250.0,50.0,146.0,110.0,154.0
6600 gt agp,2024.0,480.0,15.2,1250.0,47.0,146.0,110.0,154.0
6600 gt dual,2024.0,480.0,17.92,1250.0,50.0,146.0,110.0,154.0
6610 xl,2024.0,480.0,12.8,1250.0,50.0,146.0,110.0,154.0
6700 xl,2024.0,480.0,17.6,1250.0,50.0,146.0,110.0,154.0
6800,2024.0,480.0,22.4,1250.0,50.0,222.0,110.0,287.0
6800,2024.0,480.0,19.2,1250.0,50.0,190.0,130.0,225.0
6800,2024.0,480.0,22.4,1250.0,50.0,222.0,130.0,287.0
6800 gt,2024.0,480.0,16.0,1250.0,50.0,222.0,130.0,287.0
6800 gt,2024.0,480.0,32.0,1250.0,67.0,222.0,130.0,287.0
6800 gt,2024.0,480.0,32.0,1250.0,50.0,222.0,110.0,287.0
6800 gt ddl,2024.0,480.0,32.0,1250.0,80.0,222.0,130.0,287.0
6800 gt dual,2024.0,480.0,32.0,1250.0,50.0,222.0,130.0,287.0
6800 gto,2024.0,480.0,32.0,1250.0,50.0,222.0,130.0,287.0
6800 le,2024.0,480.0,22.4,1250.0,50.0,222.0,130.0,287.0
6800 ultra,2024.0,480.0,35.2,1250.0,81.0,222.0,130.0,287.0
6800 ultra,2024.0,480.0,35.2,1250.0,50.0,222.0,130.0,287.0
6800 ultra ddl,2024.0,480.0,35.2,1250.0,100.0,222.0,130.0,287.0
fx 5500,2024.0,480.0,5.312,1250.0,50.0,45.0,150.0,91.0
fx 5500 pci,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,91.0
fx 5700 ep,2024.0,480.0,3.2,1250.0,50.0,82.0,130.0,133.0
fx 5700 le,2024.0,480.0,3.2,1250.0,50.0,82.0,130.0,133.0
fx 5700 ve,2024.0,480.0,6.4,1250.0,50.0,82.0,130.0,133.0
go 6800,2024.0,480.0,35.2,1250.0,45.0,190.0,130.0,225.0
pcx 4300,2024.0,480.0,2.656,1250.0,50.0,29.0,150.0,65.0
pcx 5300,2024.0,480.0,6.4,1250.0,50.0,45.0,150.0,91.0
pcx 5750,2024.0,480.0,8.8,1250.0,50.0,82.0,130.0,125.0
pcx 5950,2024.0,480.0,27.2,1250.0,57.0,135.0,130.0,207.0
quadro fx 1100,2024.0,480.0,10.4,1250.0,50.0,82.0,130.0,133.0
quadro fx 1300,2024.0,480.0,17.6,1250.0,55.0,135.0,130.0,207.0
quadro fx 1400,2024.0,480.0,19.2,1250.0,55.0,190.0,130.0,225.0
quadro fx 330,2024.0,480.0,3.2,1250.0,21.0,45.0,150.0,91.0
quadro fx 3400,2024.0,480.0,28.8,1250.0,101.0,222.0,130.0,287.0
quadro fx 4000,2024.0,480.0,32.0,1250.0,142.0,222.0,130.0,287.0
quadro fx 4000 sdi,2024.0,480.0,32.0,1250.0,150.0,190.0,130.0,225.0
quadro fx 540,2024.0,480.0,8.0,1250.0,25.0,146.0,110.0,154.0
quadro fx 600 pci,2024.0,480.0,7.68,1250.0,50.0,45.0,150.0,124.0
quadro fx 700,2024.0,480.0,8.8,1250.0,50.0,135.0,130.0,207.0
quadro fx go1000,2024.0,480.0,9.12,1250.0,50.0,82.0,130.0,133.0
quadro fx go540,2024.0,480.0,7.2,1250.0,25.0,146.0,110.0,154.0
quadro nvs 280 agp,2024.0,480.0,8.0,1250.0,13.0,45.0,150.0,124.0
quadro nvs 280 pcie,2024.0,480.0,8.0,1250.0,13.0,45.0,150.0,91.0
quadro4 400 nvs pci,2024.0,480.0,5.312,1250.0,18.0,29.0,150.0,65.0
6200 agp,2024.0,480.0,4.0,1250.0,50.0,75.0,110.0,110.0
6200 agp,2024.0,480.0,4.256,1250.0,50.0,75.0,110.0,110.0
6200 le,2024.0,480.0,4.256,1250.0,50.0,75.0,110.0,110.0
6200 le,2024.0,480.0,2.128,1250.0,50.0,75.0,110.0,110.0
6200 le agp,2024.0,480.0,4.256,1250.0,50.0,75.0,110.0,110.0
6500,2024.0,480.0,8.512,1250.0,50.0,75.0,110.0,110.0
6600 le,2024.0,480.0,8.0,1250.0,50.0,146.0,110.0,154.0
6600 le agp,2024.0,480.0,6.4,1250.0,50.0,146.0,110.0,154.0
6600 ve,2024.0,480.0,6.4,1250.0,50.0,146.0,110.0,154.0
6800 gs,2024.0,480.0,32.0,1250.0,50.0,190.0,130.0,225.0
6800 gs,2024.0,480.0,32.0,1250.0,50.0,222.0,130.0,287.0
6800 le,2024.0,480.0,19.2,1250.0,50.0,190.0,130.0,225.0
6800 xe,2024.0,480.0,8.512,1250.0,50.0,222.0,130.0,287.0
6800 xt,2024.0,480.0,8.512,1250.0,50.0,222.0,110.0,287.0
6800 xt,2024.0,480.0,22.4,1250.0,50.0,222.0,130.0,287.0
6800 xt,2024.0,480.0,32.0,1250.0,50.0,190.0,130.0,225.0
6800 xt,2024.0,480.0,38.4,1250.0,50.0,202.0,110.0,222.0
7800 gt,2024.0,480.0,32.0,1250.0,65.0,302.0,110.0,333.0
7800 gt dual,2024.0,480.0,32.0,1250.0,120.0,302.0,110.0,333.0
7800 gtx,2024.0,480.0,38.4,1250.0,86.0,302.0,110.0,333.0
7800 gtx 512,2024.0,480.0,51.2,1250.0,108.0,302.0,110.0,333.0
fx go5700,2024.0,480.0,8.8,1250.0,50.0,82.0,130.0,133.0
go 6200 te,2024.0,480.0,4.8,1250.0,50.0,146.0,110.0,154.0
go 6600,2024.0,480.0,11.2,1250.0,50.0,146.0,110.0,154.0
go 6600 npb 128m,2024.0,480.0,9.6,1250.0,50.0,146.0,110.0,154.0
go 6600 te,2024.0,480.0,6.4,1250.0,50.0,146.0,110.0,154.0
go 6800 ultra,2024.0,480.0,38.4,1250.0,89.0,190.0,130.0,225.0
go 7800 gtx,2024.0,480.0,35.2,1250.0,65.0,302.0,110.0,333.0
quadro fx 2500m,2024.0,480.0,38.4,1250.0,45.0,278.0,90.0,196.0
quadro fx 3450,2024.0,480.0,32.0,1250.0,83.0,190.0,130.0,225.0
quadro fx 4400,2024.0,480.0,33.6,1250.0,83.0,222.0,130.0,287.0
quadro fx 4400g,2024.0,480.0,33.6,1250.0,83.0,222.0,130.0,287.0
quadro fx 4500,2024.0,480.0,33.6,1250.0,109.0,302.0,110.0,333.0
quadro fx go1400,2024.0,480.0,18.88,1250.0,50.0,190.0,130.0,225.0
quadro nvs 280 sd,2024.0,480.0,3.2,1250.0,10.0,29.0,150.0,65.0
quadro nvs 50 pci,2024.0,480.0,3.2,1250.0,10.0,29.0,150.0,65.0
quadro nvs 55 pci,2024.0,480.0,3.2,1250.0,10.0,45.0,150.0,91.0
7000m nforce 610m,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7025 nforce 630a,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
7025 nforce 630a,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7025 nforce 630a,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7050 nforce 630a,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
7050 pv nforce 630a,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7050 se nforce 630a,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7100 gs,2024.0,480.0,4.256,1250.0,50.0,75.0,110.0,110.0
7200 gs,2024.0,480.0,5.344,1250.0,50.0,112.0,90.0,81.0
7300 gs,2024.0,480.0,4.256,1250.0,23.0,112.0,90.0,81.0
7300 gs low profile,2024.0,480.0,4.256,1250.0,23.0,112.0,90.0,81.0
7300 gt,2024.0,480.0,10.4,1250.0,24.0,177.0,90.0,125.0
7300 gt,2024.0,480.0,10.4,1250.0,24.0,177.0,80.0,100.0
7300 gt agp,2024.0,480.0,10.4,1250.0,24.0,177.0,80.0,100.0
7300 gt mac edition,2024.0,480.0,16.0,1250.0,24.0,177.0,90.0,125.0
7300 le,2024.0,480.0,5.184,1250.0,50.0,112.0,90.0,81.0
7300 se,2024.0,480.0,4.256,1250.0,50.0,112.0,90.0,81.0
7350 le,2024.0,480.0,6.4,1250.0,50.0,112.0,90.0,81.0
7500 le,2024.0,480.0,6.48,1250.0,50.0,112.0,90.0,81.0
7600 gs,2024.0,480.0,12.8,1250.0,27.0,177.0,80.0,100.0
7600 gs agp,2024.0,480.0,23.2,1250.0,27.0,278.0,90.0,196.0
7600 gs agp,2024.0,480.0,12.8,1250.0,27.0,177.0,80.0,100.0
7600 gt,2024.0,480.0,22.4,1250.0,40.0,177.0,80.0,100.0
7600 gt mac edition,2024.0,480.0,22.4,1250.0,40.0,177.0,90.0,125.0
7600 gt mac edition,2024.0,480.0,22.4,1250.0,40.0,177.0,80.0,100.0
7600 le,2024.0,480.0,12.8,1250.0,50.0,177.0,80.0,100.0
7650 gs,2024.0,480.0,12.8,1250.0,50.0,177.0,80.0,100.0
7800 gs 20pipes agp,2024.0,480.0,40.0,1250.0,75.0,302.0,110.0,333.0
7800 gs 20pipes agp,2024.0,480.0,40.0,1250.0,75.0,278.0,90.0,196.0
7800 gs 24pipes agp,2024.0,480.0,40.0,1250.0,75.0,302.0,110.0,333.0
7800 gs 24pipes agp,2024.0,480.0,40.0,1250.0,75.0,278.0,90.0,196.0
7800 gs agp,2024.0,480.0,38.4,1250.0,75.0,302.0,110.0,333.0
7800 gs agp,2024.0,480.0,38.4,1250.0,75.0,278.0,90.0,196.0
7900 gs,2024.0,480.0,42.24,1250.0,49.0,278.0,90.0,196.0
7900 gs agp,2024.0,480.0,42.24,1250.0,65.0,278.0,90.0,196.0
7900 gt,2024.0,480.0,42.24,1250.0,48.0,278.0,90.0,196.0
7900 gto,2024.0,480.0,42.24,1250.0,81.0,278.0,90.0,196.0
7900 gtx,2024.0,480.0,51.2,1250.0,84.0,278.0,90.0,196.0
7900 gx2,2024.0,480.0,38.4,1250.0,110.0,278.0,90.0,196.0
7950 gt,2024.0,480.0,44.8,1250.0,65.0,278.0,90.0,196.0
7950 gx2,2024.0,480.0,38.4,1250.0,110.0,278.0,90.0,196.0
8800 gts 640,2024.0,96.0,63.36,1250.0,143.0,681.0,90.0,484.0
8800 gtx,2024.0,128.0,86.4,1250.0,155.0,681.0,90.0,484.0
go 6100 nforce go 430,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
go 6150 nforce go 430,2024.0,480.0,40.0,1250.0,50.0,29.0,90.0,154.0
go 6200,2024.0,480.0,4.8,1250.0,16.0,75.0,110.0,110.0
go 6250,2024.0,480.0,5.6,1250.0,10.0,75.0,110.0,110.0
go 6400,2024.0,480.0,5.6,1250.0,50.0,75.0,110.0,110.0
go 7200,2024.0,480.0,2.8,1250.0,50.0,112.0,90.0,81.0
go 7300,2024.0,480.0,5.6,1250.0,50.0,112.0,90.0,81.0
go 7300t,2024.0,480.0,5.6,1250.0,50.0,112.0,90.0,81.0
go 7400,2024.0,480.0,3.6,1250.0,50.0,112.0,90.0,81.0
go 7400,2024.0,480.0,7.2,1250.0,50.0,112.0,90.0,81.0
go 7400t,2024.0,480.0,7.2,1250.0,50.0,112.0,90.0,81.0
go 7450,2024.0,480.0,12.8,1250.0,50.0,112.0,90.0,81.0
go 7600,2024.0,480.0,11.2,1250.0,50.0,177.0,90.0,125.0
go 7600 gt,2024.0,480.0,19.2,1250.0,50.0,177.0,80.0,100.0
go 7700,2024.0,480.0,16.0,1250.0,50.0,177.0,80.0,100.0
go 7800,2024.0,480.0,35.2,1250.0,35.0,302.0,110.0,333.0
go 7900 gs,2024.0,480.0,32.0,1250.0,20.0,278.0,90.0,196.0
go 7900 gtx,2024.0,480.0,38.4,1250.0,45.0,278.0,90.0,196.0
go 7900 se,2024.0,480.0,21.31,1250.0,20.0,177.0,90.0,125.0
go 7950 gtx,2024.0,480.0,44.8,1250.0,45.0,278.0,90.0,196.0
go 7950 gtx mxm iv,2024.0,480.0,44.8,1250.0,45.0,278.0,90.0,196.0
playstation 3 gpu 90nm,2024.0,480.0,20.8,1250.0,80.0,300.0,90.0,258.0
quadro fx 1500,2024.0,480.0,40.0,1250.0,65.0,278.0,90.0,196.0
quadro fx 1500m,2024.0,480.0,32.0,1250.0,45.0,278.0,90.0,196.0
quadro fx 350,2024.0,480.0,6.48,1250.0,21.0,112.0,90.0,81.0
quadro fx 3500,2024.0,480.0,42.24,1250.0,80.0,278.0,90.0,196.0
quadro fx 350m,2024.0,480.0,14.4,1250.0,15.0,112.0,90.0,81.0
quadro fx 4500 sdi,2024.0,480.0,33.6,1250.0,116.0,302.0,110.0,333.0
quadro fx 4500 x2,2024.0,480.0,38.72,1250.0,145.0,278.0,90.0,196.0
quadro fx 550,2024.0,480.0,12.8,1250.0,30.0,146.0,110.0,154.0
quadro fx 5500,2024.0,480.0,32.32,1250.0,96.0,278.0,90.0,196.0
quadro fx 5500 sdi,2024.0,480.0,32.32,1250.0,104.0,278.0,90.0,196.0
quadro fx 550m,2024.0,480.0,16.0,1250.0,35.0,177.0,90.0,125.0
quadro fx 560,2024.0,480.0,19.2,1250.0,30.0,177.0,90.0,125.0
quadro nvs 110m,2024.0,480.0,4.8,1250.0,10.0,112.0,90.0,81.0
quadro nvs 120m,2024.0,480.0,11.2,1250.0,10.0,112.0,90.0,81.0
quadro nvs 285,2024.0,480.0,4.8,1250.0,18.0,75.0,110.0,110.0
quadro nvs 300m,2024.0,480.0,22.4,1250.0,16.0,177.0,90.0,125.0
quadro nvs 440 pcie x1,2024.0,480.0,8.0,1250.0,31.0,146.0,110.0,154.0
quadro nvs 440 pcie x16,2024.0,480.0,8.0,1250.0,31.0,146.0,110.0,154.0
quadro nvs 510m,2024.0,480.0,19.2,1250.0,35.0,278.0,90.0,196.0
7050 nforce 620i,2024.0,480.0,40.0,630.0,50.0,112.0,90.0,81.0
7050 nforce 630i,2024.0,480.0,40.0,630.0,50.0,112.0,90.0,81.0
7100 nforce 630i,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7150 nforce 630i,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7150m nforce 630m,2024.0,480.0,40.0,1250.0,50.0,112.0,90.0,81.0
7600 gt agp,2024.0,480.0,22.4,1250.0,40.0,177.0,80.0,100.0
7950 gt agp,2024.0,480.0,38.4,1250.0,65.0,278.0,90.0,196.0
8300 gs,2024.0,8.0,6.4,1250.0,40.0,210.0,80.0,127.0
8400,2024.0,8.0,8.0,1250.0,25.0,210.0,65.0,86.0
8400 gs,2024.0,16.0,6.4,1250.0,40.0,210.0,80.0,127.0
8400 gs pci,2024.0,8.0,5.328,1250.0,25.0,210.0,65.0,86.0
8400 gs pci rev 2,2024.0,16.0,8.0,1250.0,40.0,260.0,40.0,57.0
8400 gs rev 2,2024.0,8.0,6.4,1250.0,25.0,210.0,65.0,86.0
8400m g,2024.0,8.0,6.4,1250.0,10.0,210.0,80.0,127.0
8400m gs,2024.0,16.0,6.4,1250.0,11.0,210.0,80.0,127.0
8400m gt,2024.0,16.0,19.26,1250.0,14.0,210.0,80.0,127.0
8500 gt,2024.0,16.0,12.8,1250.0,30.0,210.0,80.0,127.0
8600 gs,2024.0,16.0,12.8,1250.0,47.0,289.0,80.0,169.0
8600 gt,2024.0,32.0,22.4,1250.0,47.0,289.0,80.0,169.0
8600 gt mac edition,2024.0,32.0,24.0,1250.0,47.0,289.0,80.0,169.0
8600 gts,2024.0,32.0,32.0,1250.0,60.0,289.0,80.0,169.0
8600 gts mac edition,2024.0,32.0,32.26,1250.0,75.0,289.0,80.0,169.0
8600m gs,2024.0,16.0,12.8,1250.0,20.0,210.0,80.0,127.0
8600m gt,2024.0,32.0,12.8,1250.0,20.0,289.0,80.0,169.0
8600m gt,2024.0,32.0,22.4,1250.0,20.0,289.0,80.0,169.0
8600m gt mac edition,2024.0,32.0,20.32,1250.0,20.0,289.0,80.0,169.0
8700m gt,2024.0,32.0,25.6,1250.0,29.0,289.0,80.0,169.0
8800 gt,2024.0,112.0,57.6,1250.0,125.0,754.0,65.0,324.0
8800 gts 320,2024.0,96.0,63.36,1250.0,143.0,681.0,90.0,484.0
8800 gts 512,2024.0,128.0,52.48,1250.0,135.0,754.0,65.0,324.0
8800 gts core 112,2024.0,112.0,64.0,1250.0,150.0,681.0,90.0,484.0
8800 ultra,2024.0,128.0,103.7,1250.0,171.0,681.0,90.0,484.0
8800m gts,2024.0,64.0,51.2,1250.0,50.0,754.0,65.0,324.0
8800m gtx,2024.0,96.0,51.2,1250.0,65.0,754.0,65.0,324.0
quadro fx 1600m,2024.0,32.0,25.6,1250.0,50.0,289.0,80.0,169.0
quadro fx 1700,2024.0,32.0,25.6,1250.0,42.0,289.0,80.0,169.0
quadro fx 3500m,2024.0,480.0,38.4,1250.0,45.0,278.0,90.0,196.0
quadro fx 360m,2024.0,16.0,6.4,1250.0,17.0,210.0,80.0,127.0
quadro fx 370,2024.0,16.0,8.0,1250.0,35.0,289.0,80.0,169.0
quadro fx 4600,2024.0,96.0,67.2,1250.0,134.0,681.0,90.0,484.0
quadro fx 4600 sdi,2024.0,96.0,67.2,1250.0,154.0,681.0,90.0,484.0
quadro fx 5600,2024.0,128.0,76.8,1250.0,171.0,681.0,90.0,484.0
quadro fx 5600 mac edition,2024.0,128.0,76.8,1250.0,171.0,681.0,90.0,484.0
quadro fx 570,2024.0,16.0,12.8,1250.0,38.0,289.0,80.0,169.0
quadro fx 570m,2024.0,32.0,22.46,1250.0,45.0,289.0,80.0,169.0
quadro nvs 130m,2024.0,8.0,11.2,1250.0,10.0,210.0,80.0,127.0
quadro nvs 135m,2024.0,16.0,9.504,1250.0,10.0,210.0,80.0,127.0
quadro nvs 140m,2024.0,16.0,9.6,1250.0,10.0,210.0,80.0,127.0
quadro nvs 290,2024.0,16.0,6.4,1250.0,21.0,210.0,80.0,127.0
quadro nvs 320m,2024.0,32.0,22.4,1250.0,20.0,289.0,80.0,169.0
tesla c870,2024.0,128.0,76.8,1250.0,171.0,681.0,90.0,484.0
tesla d870,2024.0,128.0,76.8,1250.0,520.0,681.0,90.0,484.0
tesla s870,2024.0,128.0,76.8,1250.0,800.0,681.0,90.0,484.0
8100 nforce 720a,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
8200,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
8200m g mgpu,2024.0,16.0,40.0,1250.0,12.0,210.0,80.0,127.0
8200m g mgpu intel,2024.0,16.0,40.0,1250.0,12.0,314.0,65.0,144.0
8300,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
8400 se,2024.0,16.0,6.4,1250.0,50.0,210.0,80.0,127.0
8800 gs,2024.0,96.0,38.4,1250.0,105.0,754.0,65.0,324.0
8800 gs mac edition,2024.0,64.0,51.14,1250.0,105.0,754.0,65.0,324.0
8800 gt mac edition,2024.0,112.0,57.6,1250.0,125.0,754.0,65.0,324.0
9100,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
9100m g mgpu,2024.0,16.0,40.0,1250.0,12.0,210.0,80.0,127.0
9100m g mgpu intel,2024.0,8.0,40.0,1250.0,12.0,314.0,65.0,144.0
9200,2024.0,16.0,40.0,1250.0,40.0,314.0,65.0,144.0
9200,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
9200m,2024.0,16.0,40.0,1250.0,12.0,314.0,65.0,144.0
9200m gs,2024.0,8.0,6.4,1250.0,13.0,210.0,65.0,86.0
9200m gs gddr3,2024.0,8.0,11.23,1250.0,13.0,210.0,55.0,80.0
9300 nforce 730i,2024.0,16.0,40.0,1250.0,40.0,314.0,65.0,144.0
9300 ge,2024.0,8.0,6.4,1250.0,50.0,210.0,55.0,80.0
9300 gs,2024.0,8.0,5.328,1250.0,50.0,210.0,65.0,86.0
9300 se,2024.0,8.0,6.4,1250.0,50.0,210.0,65.0,86.0
9300m g,2024.0,16.0,6.4,1250.0,13.0,210.0,80.0,127.0
9300m gs,2024.0,8.0,6.4,1250.0,13.0,210.0,65.0,86.0
9300m gs gddr3,2024.0,8.0,11.23,1250.0,13.0,210.0,55.0,80.0
9400,2024.0,16.0,40.0,1250.0,40.0,314.0,65.0,144.0
9400,2024.0,16.0,40.0,1250.0,40.0,314.0,65.0,144.0
9400,2024.0,16.0,40.0,1250.0,40.0,210.0,80.0,127.0
9400 gt,2024.0,16.0,9.6,1250.0,50.0,210.0,80.0,127.0
9400 gt,2024.0,16.0,12.8,1250.0,50.0,314.0,55.0,121.0
9400 gt pci,2024.0,16.0,12.8,1250.0,50.0,314.0,55.0,121.0
9400 gt rev 2,2024.0,16.0,12.8,1250.0,50.0,314.0,55.0,121.0
9400m,2024.0,16.0,40.0,1250.0,12.0,314.0,65.0,144.0
9400m,2024.0,16.0,40.0,1250.0,12.0,314.0,65.0,144.0
9400m g,2024.0,16.0,40.0,1250.0,12.0,314.0,65.0,144.0
9500 gs,2024.0,32.0,16.13,1250.0,40.0,314.0,65.0,144.0
9500 gs rev 2,2024.0,32.0,16.0,1250.0,40.0,314.0,55.0,121.0
9500 gt,2024.0,32.0,32.0,1250.0,50.0,314.0,65.0,144.0
9500 gt rev 2,2024.0,32.0,28.8,1250.0,50.0,314.0,55.0,121.0
9500 gt rev 3,2024.0,32.0,25.6,1250.0,50.0,314.0,55.0,121.0
9500m g,2024.0,16.0,25.6,1250.0,20.0,314.0,65.0,144.0
9500m gs,2024.0,32.0,22.4,1250.0,20.0,289.0,80.0,169.0
9600 gs oem,2024.0,48.0,48.0,1250.0,50.0,505.0,65.0,240.0
9600 gso,2024.0,96.0,38.4,1250.0,84.0,754.0,65.0,324.0
9600 gso 512,2024.0,48.0,57.6,1250.0,90.0,505.0,65.0,240.0
9600 gt,2024.0,64.0,57.6,1250.0,95.0,505.0,65.0,240.0
9600 gt green edition,2024.0,64.0,44.8,1250.0,95.0,505.0,65.0,240.0
9600 gt mac edition,2024.0,64.0,17.02,1250.0,95.0,505.0,65.0,240.0
9600 gt rev 2,2024.0,64.0,57.6,1250.0,95.0,505.0,55.0,196.0
9600m gs,2024.0,32.0,25.6,1250.0,20.0,314.0,55.0,121.0
9600m gt,2024.0,32.0,25.34,1250.0,23.0,314.0,55.0,121.0
9600m gt mac edition,2024.0,32.0,25.34,1250.0,23.0,314.0,55.0,121.0
9650m gs,2024.0,32.0,25.6,1250.0,29.0,289.0,80.0,169.0
9650m gt,2024.0,32.0,25.6,1250.0,23.0,314.0,55.0,121.0
9700m gt,2024.0,32.0,25.6,1250.0,45.0,314.0,65.0,144.0
9700m gts,2024.0,48.0,51.2,1250.0,60.0,505.0,65.0,240.0
9800 gt,2024.0,112.0,57.6,1250.0,125.0,754.0,65.0,324.0
9800 gt,2024.0,112.0,57.6,1250.0,125.0,754.0,55.0,260.0
9800 gt rebrand,2024.0,128.0,64.0,1250.0,125.0,754.0,65.0,324.0
9800 gtx,2024.0,128.0,70.4,1250.0,140.0,754.0,65.0,324.0
9800 gx2,2024.0,128.0,64.0,1250.0,197.0,754.0,65.0,324.0
9800m gs,2024.0,64.0,51.2,1250.0,60.0,505.0,65.0,240.0
9800m gt,2024.0,96.0,51.2,1250.0,65.0,754.0,65.0,324.0
9800m gts,2024.0,64.0,51.2,1250.0,75.0,505.0,65.0,240.0
9800m gts,2024.0,64.0,51.2,1250.0,75.0,505.0,65.0,240.0
9800m gtx,2024.0,112.0,51.2,1250.0,75.0,754.0,65.0,324.0
9800s,2024.0,64.0,51.14,1250.0,75.0,505.0,65.0,240.0
gt 120m mac edition,2024.0,32.0,25.34,1250.0,14.0,314.0,55.0,121.0
gt 130 mac edition,2024.0,48.0,38.02,1250.0,75.0,505.0,55.0,196.0
ion,2024.0,16.0,40.0,1250.0,20.0,282.0,65.0,162.0
ion,2024.0,16.0,40.0,1250.0,20.0,314.0,65.0,144.0
ion,2024.0,16.0,40.0,1250.0,20.0,282.0,65.0,162.0
ion,2024.0,16.0,40.0,1250.0,20.0,282.0,65.0,162.0
ion hx,2024.0,16.0,40.0,1250.0,20.0,282.0,65.0,162.0
ion le,2024.0,16.0,40.0,1250.0,20.0,282.0,65.0,162.0
quadro fx 1700 mac edition,2024.0,32.0,20.8,1250.0,42.0,289.0,80.0,169.0
quadro fx 1700m,2024.0,32.0,25.6,1250.0,50.0,314.0,65.0,144.0
quadro fx 2700m,2024.0,48.0,51.14,1250.0,65.0,505.0,65.0,240.0
